X1,X2,y
6.414355320215997872e-03,7.491386298436661373e-02,0.000000000000000000e+00
3.326971783839151320e-02,7.021054136458829142e-02,0.000000000000000000e+00
2.119953718493872152e-02,7.734791544959798704e-02,0.000000000000000000e+00
2.367433516800064586e-02,7.924604184604197576e-02,0.000000000000000000e+00
4.834993387294374972e-02,7.016797571691693602e-02,0.000000000000000000e+00
5.657287711737921804e-02,6.703868181404595838e-02,0.000000000000000000e+00
5.152535310401860219e-02,7.406612160997085026e-02,0.000000000000000000e+00
-1.732706171362490000e-02,9.109865612895466647e-02,0.000000000000000000e+00
6.979109987131098918e-03,9.498203413471426049e-02,0.000000000000000000e+00
1.822730088177107466e-02,9.602981615496193613e-02,0.000000000000000000e+00
2.239296495411740098e-02,9.771767111184480326e-02,0.000000000000000000e+00
1.832071723059063018e-02,1.011104852181169134e-01,0.000000000000000000e+00
1.285292345503192581e-02,1.044755223419887302e-01,0.000000000000000000e+00
1.646618879085120710e-02,1.065040528849538204e-01,0.000000000000000000e+00
4.024239615910873286e-02,1.026707221411914533e-01,0.000000000000000000e+00
1.750165416291984619e-02,1.114157145547432920e-01,0.000000000000000000e+00
6.908010784796456139e-02,9.230012187216690700e-02,0.000000000000000000e+00
4.704046015970830136e-02,1.079941484097433207e-01,0.000000000000000000e+00
5.455492048419677276e-02,1.072195483752096806e-01,0.000000000000000000e+00
7.608692453520290999e-02,9.639680219173343834e-02,0.000000000000000000e+00
7.392093868735605255e-02,1.011885061257136315e-01,0.000000000000000000e+00
7.875400166678941938e-02,1.006759370224834388e-01,0.000000000000000000e+00
7.411789743433097599e-02,1.071977388496357375e-01,0.000000000000000000e+00
1.013492537943330718e-01,8.586437145710820729e-02,0.000000000000000000e+00
8.211368661737630803e-02,1.075816449562196075e-01,0.000000000000000000e+00
8.020627210341554902e-02,1.121074968180305331e-01,0.000000000000000000e+00
7.059220868472926291e-02,1.213058481766286223e-01,0.000000000000000000e+00
5.831897667821802494e-02,1.304111200186225672e-01,0.000000000000000000e+00
8.506705799270279644e-02,1.178733056353194614e-01,0.000000000000000000e+00
8.934339376406477684e-02,1.178269855951277756e-01,0.000000000000000000e+00
6.814908970845125202e-02,1.340470994000512450e-01,0.000000000000000000e+00
1.268853427613048368e-01,8.528234609287672907e-02,0.000000000000000000e+00
6.784796672790802119e-02,1.397935276967703089e-01,0.000000000000000000e+00
5.950590822362986781e-02,1.462525035988054833e-01,0.000000000000000000e+00
1.294704377078897406e-01,9.468836974382062455e-02,0.000000000000000000e+00
8.578014488483587385e-02,1.384938437847967052e-01,0.000000000000000000e+00
1.051539177739852643e-01,1.276882561257213777e-01,0.000000000000000000e+00
1.223836950764838893e-01,1.149751722900451273e-01,0.000000000000000000e+00
1.087626644900731715e-01,1.312087135061208165e-01,0.000000000000000000e+00
1.350353246954330844e-01,1.080326438151049534e-01,0.000000000000000000e+00
7.074476549354170862e-02,1.605424532454756414e-01,0.000000000000000000e+00
1.491187880169456692e-01,9.709768806649012041e-02,0.000000000000000000e+00
7.063995618394638965e-02,1.660500109053814344e-01,0.000000000000000000e+00
1.705270581799284424e-01,6.628672762214257719e-02,0.000000000000000000e+00
9.467162913259380419e-02,1.594805677877332850e-01,0.000000000000000000e+00
1.030043827606623857e-01,1.572348236426498458e-01,0.000000000000000000e+00
1.435455292497480606e-01,1.252032753993748970e-01,0.000000000000000000e+00
1.454919346796184620e-01,1.267845626294624162e-01,0.000000000000000000e+00
1.387989567676998215e-01,1.376615049785516187e-01,0.000000000000000000e+00
5.802265127172723247e-02,1.893023692459208929e-01,0.000000000000000000e+00
1.439554430735035806e-01,1.395621113244825684e-01,0.000000000000000000e+00
1.234135266353797861e-01,1.611867058151188192e-01,0.000000000000000000e+00
1.652072140026604186e-01,1.222394864396294939e-01,0.000000000000000000e+00
1.622157343457260592e-01,1.302244093279546211e-01,0.000000000000000000e+00
1.564351783240766069e-01,1.408877731480043805e-01,0.000000000000000000e+00
1.776718629378156167e-01,1.175397374550636448e-01,0.000000000000000000e+00
1.461898217994728466e-01,1.583841236333564939e-01,0.000000000000000000e+00
1.905257867782753078e-01,1.060358231005663204e-01,0.000000000000000000e+00
1.557333734704906825e-01,1.561730672106501072e-01,0.000000000000000000e+00
1.962754406215359293e-01,1.059748272225453092e-01,0.000000000000000000e+00
1.720940540887428427e-01,1.458173993048524908e-01,0.000000000000000000e+00
1.952021915273785546e-01,1.179496051180367183e-01,0.000000000000000000e+00
1.994351494706431138e-01,1.157199911304669510e-01,0.000000000000000000e+00
1.749913071379613216e-01,1.539661996021868262e-01,0.000000000000000000e+00
1.387809004310257555e-01,1.903733847119517819e-01,0.000000000000000000e+00
1.987371758286138324e-01,1.311216128153354366e-01,0.000000000000000000e+00
2.192542025015976892e-01,9.907915167517451771e-02,0.000000000000000000e+00
1.801720822206270556e-01,1.632158336142111865e-01,0.000000000000000000e+00
1.815397096239052821e-01,1.654375654491432313e-01,0.000000000000000000e+00
2.074429865570697751e-01,1.361289497993964370e-01,0.000000000000000000e+00
2.229296088690371769e-01,1.145253914334801587e-01,0.000000000000000000e+00
2.454529061203400697e-01,6.187973459883697874e-02,0.000000000000000000e+00
2.241378809700539931e-01,1.229372140964842680e-01,0.000000000000000000e+00
2.387477025950718035e-01,9.817618425510674096e-02,0.000000000000000000e+00
2.326864526915461973e-01,1.174575943567195691e-01,0.000000000000000000e+00
2.385872241608024691e-01,1.110324908734819788e-01,0.000000000000000000e+00
1.868724589111744605e-01,1.888283088471137960e-01,0.000000000000000000e+00
2.482051662013037008e-01,1.015360669267536542e-01,0.000000000000000000e+00
2.096760885140231678e-01,1.711777127753219552e-01,0.000000000000000000e+00
1.950815509658953562e-01,1.912383765957834658e-01,0.000000000000000000e+00
2.352464084058855098e-01,1.437486523145825867e-01,0.000000000000000000e+00
2.510787094802550690e-01,1.198007161535077636e-01,0.000000000000000000e+00
2.695098942034581113e-01,7.847223612080508892e-02,0.000000000000000000e+00
2.738013446867793022e-01,7.238512463499413574e-02,0.000000000000000000e+00
2.028907229602302520e-01,2.011666165095480630e-01,0.000000000000000000e+00
2.433793258111810465e-01,1.543942680431837911e-01,0.000000000000000000e+00
2.601675717880555516e-01,1.297494382940911628e-01,0.000000000000000000e+00
2.361257621639908377e-01,1.738685285961436289e-01,0.000000000000000000e+00
2.818971591825703560e-01,8.941897907970811077e-02,0.000000000000000000e+00
2.705276934670829414e-01,1.255596008218666793e-01,0.000000000000000000e+00
2.993053406794834448e-01,2.946194466374132612e-02,0.000000000000000000e+00
2.781997583371860205e-01,1.207079002815702184e-01,0.000000000000000000e+00
3.041898669005373423e-01,-3.099031987684999073e-02,0.000000000000000000e+00
2.889119525758609974e-01,1.075206666961293911e-01,0.000000000000000000e+00
3.101358489011248887e-01,-1.995151940215690589e-02,0.000000000000000000e+00
2.286402129068025035e-01,2.141728775294995668e-01,0.000000000000000000e+00
2.527160735838308026e-01,1.893609723309492010e-01,0.000000000000000000e+00
3.181991646350658676e-01,-7.840236786752202008e-03,0.000000000000000000e+00
2.990203665429036484e-01,1.161927141115470657e-01,0.000000000000000000e+00
3.231164694464816467e-01,-1.113485789733484679e-02,0.000000000000000000e+00
3.203482192348729996e-01,5.943172994327336478e-02,0.000000000000000000e+00
3.177899541581199472e-01,8.248693269478914181e-02,0.000000000000000000e+00
3.074275210761259758e-01,1.222082975397809496e-01,0.000000000000000000e+00
2.864751467076901426e-01,1.704203668283767459e-01,0.000000000000000000e+00
3.132077712491209698e-01,1.211987140358993104e-01,0.000000000000000000e+00
3.013688223888966733e-01,1.538010306388485904e-01,0.000000000000000000e+00
3.282357817281028600e-01,9.187734400268260382e-02,0.000000000000000000e+00
3.249897690930962368e-01,1.107999913430701977e-01,0.000000000000000000e+00
3.399779167191082641e-01,6.354038341452300509e-02,0.000000000000000000e+00
3.035440483390137723e-01,1.709482779046684331e-01,0.000000000000000000e+00
3.407153972002548992e-01,8.383210999324947066e-02,0.000000000000000000e+00
3.497472063256819030e-01,5.056441943131366468e-02,0.000000000000000000e+00
2.830912399515746469e-01,2.156776430988635862e-01,0.000000000000000000e+00
3.521356064358442395e-01,6.669482971097205615e-02,0.000000000000000000e+00
3.568376442353971001e-01,5.401234842071589437e-02,0.000000000000000000e+00
3.589348656648461700e-01,-5.684642087220162510e-02,0.000000000000000000e+00
3.629614158970467241e-01,4.639657197921372850e-02,0.000000000000000000e+00
3.681023374354946975e-01,-1.532126615805144178e-02,0.000000000000000000e+00
3.679876624288104248e-01,4.660639181752428140e-02,0.000000000000000000e+00
3.607370363502889754e-01,-9.654756462151586893e-02,0.000000000000000000e+00
3.690702080107295946e-01,-7.153986367248503508e-02,0.000000000000000000e+00
3.608039083466179076e-01,1.142015844835370941e-01,0.000000000000000000e+00
3.721207097398968600e-01,-8.155301304037405885e-02,0.000000000000000000e+00
3.732462907904386951e-01,8.790756552293318982e-02,0.000000000000000000e+00
3.858548426294183820e-01,-9.217045691356970036e-03,0.000000000000000000e+00
3.884634338081119909e-01,2.452893776607643038e-03,0.000000000000000000e+00
3.842921137194384995e-01,7.199258811914291400e-02,0.000000000000000000e+00
3.860735726415900348e-01,-7.600411811962336228e-02,0.000000000000000000e+00
3.958178701883049988e-01,1.167364084045507087e-02,0.000000000000000000e+00
3.545962650720589915e-01,1.818261328040543801e-01,0.000000000000000000e+00
3.567220495141449899e-01,-1.831731132611222335e-01,0.000000000000000000e+00
4.033392685646813858e-01,-1.169459097288056207e-02,0.000000000000000000e+00
3.856592657428222770e-01,-1.269454272479013102e-01,0.000000000000000000e+00
4.066249101500122864e-01,3.931714207858975213e-02,0.000000000000000000e+00
4.110267939731129250e-01,-7.981543490768268270e-04,0.000000000000000000e+00
4.070846884239069374e-01,7.274811886638250791e-02,0.000000000000000000e+00
3.780752743068928612e-01,1.736330958496079269e-01,0.000000000000000000e+00
3.064150006414363969e-01,2.851156042772532428e-01,0.000000000000000000e+00
4.209911202904897398e-01,-7.196887946549388251e-03,0.000000000000000000e+00
4.098382110775190545e-01,-1.069335315725448987e-01,0.000000000000000000e+00
4.156716076949236727e-01,9.353415204894105495e-02,0.000000000000000000e+00
4.145081457136679526e-01,-1.088874029664207571e-01,0.000000000000000000e+00
4.228407568127399152e-01,-8.386699497121166691e-02,0.000000000000000000e+00
4.100695815626730911e-01,-1.408473945778253300e-01,0.000000000000000000e+00
4.001821871201828307e-01,-1.732884933978268427e-01,0.000000000000000000e+00
4.354909918855932593e-01,-5.210065358588849421e-02,0.000000000000000000e+00
4.294744427551605015e-01,-1.006148356758119478e-01,0.000000000000000000e+00
4.430957023796234240e-01,-2.133455943170070590e-02,0.000000000000000000e+00
4.318599059652578620e-01,-1.118743581156299294e-01,0.000000000000000000e+00
4.430406180725174337e-01,-7.054296100855882157e-02,0.000000000000000000e+00
4.507680144566836300e-01,-1.801406988159069342e-02,0.000000000000000000e+00
4.520678421509771172e-01,-3.766363445054316667e-02,0.000000000000000000e+00
4.267178736669310357e-01,-1.611703322312819930e-01,0.000000000000000000e+00
3.843276363795319339e-01,-2.502977961943602669e-01,0.000000000000000000e+00
4.471456353811335549e-01,-1.127952194290824245e-01,0.000000000000000000e+00
3.861631216905377917e-01,-2.566278411424825490e-01,0.000000000000000000e+00
4.308969908679976535e-01,-1.778706722202278434e-01,0.000000000000000000e+00
4.683019028476724244e-01,1.861372266682558702e-02,0.000000000000000000e+00
4.563306954177013819e-01,-1.173497002302150843e-01,0.000000000000000000e+00
4.499370653713132828e-01,-1.480991846938718992e-01,0.000000000000000000e+00
4.362234435869656868e-01,-1.909619775757515348e-01,0.000000000000000000e+00
4.499891071792953001e-01,-1.632800480224856909e-01,0.000000000000000000e+00
4.718359895150009975e-01,-9.448350884432292485e-02,0.000000000000000000e+00
4.253989188536638766e-01,-2.302399200862412509e-01,0.000000000000000000e+00
4.726967578747242049e-01,-1.138565997696991822e-01,0.000000000000000000e+00
4.563124243650384382e-01,-1.750084957219537052e-01,0.000000000000000000e+00
4.685089477093049015e-01,-1.476630720410671560e-01,0.000000000000000000e+00
4.195563564520940480e-01,-2.602807294972360186e-01,0.000000000000000000e+00
4.952378762281250957e-01,3.153062844075893434e-02,0.000000000000000000e+00
4.773014946220714427e-01,-1.446779898303516276e-01,0.000000000000000000e+00
3.667930392445215571e-01,-3.416395315763998131e-01,0.000000000000000000e+00
4.186220309584037236e-01,-2.802304886509590642e-01,0.000000000000000000e+00
4.427499996920802317e-01,-2.455144812031152812e-01,0.000000000000000000e+00
4.513320451662297117e-01,-2.348366700144524921e-01,0.000000000000000000e+00
4.770746805366726795e-01,-1.838617479875445382e-01,0.000000000000000000e+00
4.707763396192413685e-01,-2.057768465519533296e-01,0.000000000000000000e+00
3.585944008204493549e-01,-3.714379763803009049e-01,0.000000000000000000e+00
4.734927969901147615e-01,-2.120256838357546803e-01,0.000000000000000000e+00
4.863640640729810505e-01,-1.876355087167259905e-01,0.000000000000000000e+00
4.085809578085023430e-01,-3.277773911511390748e-01,0.000000000000000000e+00
4.908099431395556711e-01,-1.900366016446662643e-01,0.000000000000000000e+00
4.172842744149170557e-01,-3.248485806129215447e-01,0.000000000000000000e+00
4.304763050617201325e-01,-3.114481261248607247e-01,0.000000000000000000e+00
4.310668313060340706e-01,-3.148980035746129502e-01,0.000000000000000000e+00
4.628620030188518863e-01,-2.709617608173897629e-01,0.000000000000000000e+00
4.405949913530584072e-01,-3.102132652708831650e-01,0.000000000000000000e+00
4.831380758078613336e-01,-2.442152441736626656e-01,0.000000000000000000e+00
4.002752617879987707e-01,-3.681888547261197853e-01,0.000000000000000000e+00
4.367946176339046471e-01,-3.282166583935842152e-01,0.000000000000000000e+00
2.882457483383334407e-01,-4.670921312097321421e-01,0.000000000000000000e+00
4.087304260819537571e-01,-3.700778696914667765e-01,0.000000000000000000e+00
2.362905379106332582e-01,-5.009541452437601405e-01,0.000000000000000000e+00
4.587854412705441032e-01,-3.147806198908165709e-01,0.000000000000000000e+00
4.688939649036882318e-01,-3.041456526573476649e-01,0.000000000000000000e+00
4.498364469100379903e-01,-3.358884795475826079e-01,0.000000000000000000e+00
4.646979424769629441e-01,-3.194527444900720492e-01,0.000000000000000000e+00
3.574466760642217023e-01,-4.393848020283451783e-01,0.000000000000000000e+00
5.075761928579658466e-01,-2.569805409755902548e-01,0.000000000000000000e+00
4.023258524457227758e-01,-4.057887636427608968e-01,0.000000000000000000e+00
5.313675115441141017e-01,-2.169095777140241932e-01,0.000000000000000000e+00
3.639908015914646300e-01,-4.469843859738111824e-01,0.000000000000000000e+00
4.291616652583640223e-01,-3.885875969126266205e-01,0.000000000000000000e+00
2.077881852531991147e-01,-5.430583750022487388e-01,0.000000000000000000e+00
4.716414701921408104e-01,-3.443304925653464799e-01,0.000000000000000000e+00
5.446111837963539815e-01,-2.175803797652452187e-01,0.000000000000000000e+00
4.989901814111036282e-01,-3.128854797284195133e-01,0.000000000000000000e+00
4.533337119957027705e-01,-3.799152461637200218e-01,0.000000000000000000e+00
3.785395803482833332e-01,-4.577400153735967092e-01,0.000000000000000000e+00
2.234287838427939377e-01,-5.530654244437958056e-01,0.000000000000000000e+00
3.451397370559302069e-01,-4.895677270868445397e-01,0.000000000000000000e+00
4.671393928584144373e-01,-3.789294923998341447e-01,0.000000000000000000e+00
3.805148869866142314e-01,-4.690805167108895724e-01,0.000000000000000000e+00
5.440854436861038979e-01,-2.680168667937007365e-01,0.000000000000000000e+00
3.901359994224272154e-01,-4.676562585357595947e-01,0.000000000000000000e+00
4.288405596467978476e-01,-4.359624692630841847e-01,0.000000000000000000e+00
3.944758405472079676e-01,-4.705612608099182803e-01,0.000000000000000000e+00
4.479662062478797502e-01,-4.236148232673035419e-01,0.000000000000000000e+00
4.633629708980419037e-01,-4.105054346157508971e-01,0.000000000000000000e+00
4.355044736425376928e-01,-4.434693732803203781e-01,0.000000000000000000e+00
1.711136924700648043e-01,-6.001426293278129265e-01,0.000000000000000000e+00
5.255611163108591111e-01,-3.411319198366221661e-01,0.000000000000000000e+00
4.527868852611406369e-01,-4.367109746755910571e-01,0.000000000000000000e+00
4.392419889945105571e-01,-4.538264446494376103e-01,0.000000000000000000e+00
1.619970983604993031e-01,-6.130424108569918484e-01,0.000000000000000000e+00
3.406442596251766375e-01,-5.377826690529544651e-01,0.000000000000000000e+00
3.278330011058172566e-01,-5.486086494334065922e-01,0.000000000000000000e+00
3.646845807890422009e-01,-5.278833793698767263e-01,0.000000000000000000e+00
1.375612608460101971e-01,-6.292495107371183227e-01,0.000000000000000000e+00
2.728224807336848690e-01,-5.862429919053445682e-01,0.000000000000000000e+00
2.872943978172361468e-01,-5.820844849101951546e-01,0.000000000000000000e+00
4.335968043150144058e-01,-4.864301179530568509e-01,0.000000000000000000e+00
3.126935924825393620e-01,-5.745570103072646928e-01,0.000000000000000000e+00
4.344527170980617137e-01,-4.923708284646542976e-01,0.000000000000000000e+00
3.003849932745150664e-01,-5.867237594571116377e-01,0.000000000000000000e+00
3.769165882596457740e-02,-6.605796951657545435e-01,0.000000000000000000e+00
2.210481634174805421e-01,-6.262960543621272080e-01,0.000000000000000000e+00
3.759102510932635921e-01,-5.505778124547373586e-01,0.000000000000000000e+00
3.024935267634924485e-01,-5.969003933910765891e-01,0.000000000000000000e+00
1.192378696958453221e-01,-6.610107982851611830e-01,0.000000000000000000e+00
3.281470772347703235e-01,-5.889359346410929508e-01,0.000000000000000000e+00
3.466447283880160768e-01,-5.811618783225273033e-01,0.000000000000000000e+00
1.652137872374177252e-01,-6.587976327383597841e-01,0.000000000000000000e+00
2.029475887823266045e-01,-6.507941112195345656e-01,0.000000000000000000e+00
1.952118580590952723e-01,-6.557715873644154314e-01,0.000000000000000000e+00
2.108855472325728564e-01,-6.535344201766667416e-01,0.000000000000000000e+00
2.657196820048596808e-01,-6.359414075082175932e-01,0.000000000000000000e+00
4.117397937568234023e-01,-5.558415232434570363e-01,0.000000000000000000e+00
1.842878630412782548e-01,-6.693287955344348061e-01,0.000000000000000000e+00
2.907259571656111152e-01,-6.331884631234023786e-01,0.000000000000000000e+00
4.205783203517520219e-01,-5.586249280100502590e-01,0.000000000000000000e+00
2.849281695557217553e-01,-6.413073806020144207e-01,0.000000000000000000e+00
1.953343171918330845e-01,-6.766295662770037689e-01,0.000000000000000000e+00
2.140024493629311686e-01,-6.735892123890092620e-01,0.000000000000000000e+00
3.396157699003390373e-01,-6.226793531967413919e-01,0.000000000000000000e+00
2.583018407920905646e-01,-6.632572219911523348e-01,0.000000000000000000e+00
2.314006544660514864e-01,-6.757646178554600480e-01,0.000000000000000000e+00
1.532123137932023260e-01,-7.002261987547986344e-01,0.000000000000000000e+00
2.078435251515818316e-01,-6.886153027605417254e-01,0.000000000000000000e+00
1.114896677436412464e-01,-7.131422063571662973e-01,0.000000000000000000e+00
1.398062685757733570e-01,-7.106900230492601001e-01,0.000000000000000000e+00
1.377842182877832555e-01,-7.136375288717002885e-01,0.000000000000000000e+00
2.694036921629116010e-01,-6.777419410335143724e-01,0.000000000000000000e+00
1.102190264948073872e-01,-7.234820602365907849e-01,0.000000000000000000e+00
-8.074707265584288307e-02,-7.298828916867942107e-01,0.000000000000000000e+00
3.234324238041438870e-01,-6.620632562835814250e-01,0.000000000000000000e+00
3.606646864171421298e-03,-7.393395740059344190e-01,0.000000000000000000e+00
9.940373371026704763e-02,-7.351647431404291222e-01,0.000000000000000000e+00
4.616662693176756260e-01,-5.838984574231450564e-01,0.000000000000000000e+00
2.854532804606753627e-01,-6.901644667691758661e-01,0.000000000000000000e+00
2.233879977910659120e-01,-7.153029745529597694e-01,0.000000000000000000e+00
2.143338023377178714e-01,-7.206830810535931331e-01,0.000000000000000000e+00
-9.820289652276512071e-02,-7.479668275874082894e-01,0.000000000000000000e+00
3.598003210015103259e-01,-6.659050816101275139e-01,0.000000000000000000e+00
1.483007810709748298e-01,-7.447771172815567109e-01,0.000000000000000000e+00
-1.095944118530791378e-01,-7.539813864438097424e-01,0.000000000000000000e+00
2.059662490738677354e-01,-7.361400161052359392e-01,0.000000000000000000e+00
2.775356768165808119e-01,-7.149378174036680189e-01,0.000000000000000000e+00
-2.607804734698197791e-02,-7.689815007090013976e-01,0.000000000000000000e+00
-2.367372107060371211e-02,-7.715667236072784041e-01,0.000000000000000000e+00
3.020905019747206488e-01,-7.130866612555019080e-01,0.000000000000000000e+00
1.796815150219728263e-01,-7.558796051851667253e-01,0.000000000000000000e+00
4.855275359703391941e-02,-7.779349482832075280e-01,0.000000000000000000e+00
7.030821979731156912e-02,-7.787876474836503693e-01,0.000000000000000000e+00
7.267055247581542810e-02,-7.810878895387756149e-01,0.000000000000000000e+00
3.444290595773668029e-01,-7.075919309688188941e-01,0.000000000000000000e+00
3.246391511348126757e-01,-7.196374918050130187e-01,0.000000000000000000e+00
-1.212329821304965610e-01,-7.826460279380825780e-01,0.000000000000000000e+00
-3.906124932803219929e-01,-6.918310680900140452e-01,0.000000000000000000e+00
-1.839121935380989004e-01,-7.754826369185393586e-01,0.000000000000000000e+00
-1.322904453179880313e-01,-7.884779542382528428e-01,0.000000000000000000e+00
-1.827880213050252500e-01,-7.808972911931310046e-01,0.000000000000000000e+00
-3.308313839607861934e-02,-8.038307674489729715e-01,0.000000000000000000e+00
2.977813360572536538e-01,-7.500690581494596776e-01,0.000000000000000000e+00
-2.429732837797890233e-01,-7.721999621569578531e-01,0.000000000000000000e+00
-1.379320998847041735e-01,-8.002297037920899081e-01,0.000000000000000000e+00
1.055477115798688220e-01,-8.076689489815925826e-01,0.000000000000000000e+00
-1.927997395050100593e-01,-7.939690682323427007e-01,0.000000000000000000e+00
-1.952227886199267015e-01,-7.959575470436277556e-01,0.000000000000000000e+00
-1.260688142237974263e-01,-8.123307846788331288e-01,0.000000000000000000e+00
9.860279519515356694e-02,-8.186446096665256356e-01,0.000000000000000000e+00
1.207025632856157521e-01,-8.182125766617309726e-01,0.000000000000000000e+00
-3.891970663828469013e-01,-7.326107813021064397e-01,0.000000000000000000e+00
-5.758393860165331862e-02,-8.300852667535585372e-01,0.000000000000000000e+00
-9.477756306582969803e-02,-8.291874233523899296e-01,0.000000000000000000e+00
-1.280717225190978470e-01,-8.272374964741928682e-01,0.000000000000000000e+00
-4.491085543482074005e-01,-7.093856377202367725e-01,0.000000000000000000e+00
-3.514127586750939725e-01,-7.652779542614481789e-01,0.000000000000000000e+00
-2.133702728660572534e-01,-8.172158596577732137e-01,0.000000000000000000e+00
-2.128669150091250517e-01,-8.199367257475956849e-01,0.000000000000000000e+00
-3.165212358714802332e-01,-7.884639185332454892e-01,0.000000000000000000e+00
-3.832038700088077898e-01,-7.611050428049077610e-01,0.000000000000000000e+00
-9.038686260407488571e-02,-8.498434670943330049e-01,0.000000000000000000e+00
-3.820724935314990245e-01,-7.672773209457209864e-01,0.000000000000000000e+00
-3.190671792376794103e-01,-7.982435402032297400e-01,0.000000000000000000e+00
-3.521437807810584575e-01,-7.869604002280607968e-01,0.000000000000000000e+00
-8.333757373556568981e-02,-8.606361745452769663e-01,0.000000000000000000e+00
-3.169917812655759226e-01,-8.071532764843781793e-01,0.000000000000000000e+00
-3.898825445707969073e-01,-7.773832969011358340e-01,0.000000000000000000e+00
-1.095064344184759481e-01,-8.652786141760807626e-01,0.000000000000000000e+00
-6.052784977719750659e-01,-6.314386689673306963e-01,0.000000000000000000e+00
-5.861473462653220973e-02,-8.752324498982881895e-01,0.000000000000000000e+00
-4.065487378217390035e-01,-7.801210745255977574e-01,0.000000000000000000e+00
-4.517016323372504139e-01,-7.577943018363020311e-01,0.000000000000000000e+00
-2.439411286302624604e-01,-8.504161678012359671e-01,0.000000000000000000e+00
-2.268016194332456437e-01,-8.577394038961970724e-01,0.000000000000000000e+00
-2.255715431334025071e-03,-8.897214513179942941e-01,0.000000000000000000e+00
-2.459339263953079224e-01,-8.576665467325921277e-01,0.000000000000000000e+00
-5.065564717190600419e-01,-7.375327501745501113e-01,0.000000000000000000e+00
-6.164146611157301781e-01,-6.519801837489487273e-01,0.000000000000000000e+00
-1.115039460236644242e-01,-8.928134211666391984e-01,0.000000000000000000e+00
-3.288636152799854773e-01,-8.401868606617558521e-01,0.000000000000000000e+00
-7.038010016796681922e-01,-5.685580483495819015e-01,0.000000000000000000e+00
-5.156804146719247139e-01,-7.464644954664966248e-01,0.000000000000000000e+00
-3.711134709862502490e-01,-8.306409069001029488e-01,0.000000000000000000e+00
-3.779853530744846646e-01,-8.302910041995107404e-01,0.000000000000000000e+00
-6.362789282498425569e-01,-6.572551416490038934e-01,0.000000000000000000e+00
-4.395140511689772933e-01,-8.051423937940160869e-01,0.000000000000000000e+00
-5.722790267043803558e-01,-7.200887677844137746e-01,0.000000000000000000e+00
-5.401834313817845956e-01,-7.475625616136822860e-01,0.000000000000000000e+00
-3.749725729489591930e-01,-8.453832624956728603e-01,0.000000000000000000e+00
-3.788433368670143797e-01,-8.464023556940252213e-01,0.000000000000000000e+00
-4.235565150522431765e-01,-8.277521329154196028e-01,0.000000000000000000e+00
-5.048816041103102448e-01,-7.837954688129320502e-01,0.000000000000000000e+00
-3.630487826199272905e-01,-8.614615321565368689e-01,0.000000000000000000e+00
-8.250524075176676186e-01,-4.448607606637988710e-01,0.000000000000000000e+00
-5.559617984737093010e-01,-7.577755568002206843e-01,0.000000000000000000e+00
-5.237756195496157119e-01,-7.833860627197254400e-01,0.000000000000000000e+00
-6.457649894812083069e-01,-6.897478314903804364e-01,0.000000000000000000e+00
-5.775089840849458867e-01,-7.509928751385926970e-01,0.000000000000000000e+00
-4.401598171271333682e-01,-8.417370467384290844e-01,0.000000000000000000e+00
